#Photon energy	Wavelength	ep1	ep2	n	k
#eV	m				
1.393e+00	8.900e-07	-3.114e+01	1.448e+00	1.297e-01	5.582e+00
1.378e+00	9.000e-07	-3.202e+01	1.482e+00	1.309e-01	5.660e+00
1.362e+00	9.100e-07	-3.291e+01	1.518e+00	1.323e-01	5.738e+00
1.348e+00	9.200e-07	-3.380e+01	1.555e+00	1.337e-01	5.816e+00
1.333e+00	9.300e-07	-3.471e+01	1.593e+00	1.351e-01	5.893e+00
1.319e+00	9.400e-07	-3.563e+01	1.632e+00	1.367e-01	5.970e+00
1.305e+00	9.500e-07	-3.655e+01	1.672e+00	1.383e-01	6.047e+00
1.291e+00	9.600e-07	-3.748e+01	1.714e+00	1.400e-01	6.124e+00
1.278e+00	9.700e-07	-3.842e+01	1.757e+00	1.417e-01	6.200e+00
1.265e+00	9.800e-07	-3.937e+01	1.801e+00	1.435e-01	6.276e+00
1.252e+00	9.900e-07	-4.033e+01	1.846e+00	1.453e-01	6.352e+00
1.240e+00	1.000e-06	-4.130e+01	1.892e+00	1.472e-01	6.428e+00
1.228e+00	1.010e-06	-4.227e+01	1.940e+00	1.491e-01	6.504e+00
1.216e+00	1.020e-06	-4.326e+01	1.988e+00	1.511e-01	6.579e+00
1.204e+00	1.030e-06	-4.425e+01	2.038e+00	1.531e-01	6.654e+00
1.192e+00	1.040e-06	-4.525e+01	2.088e+00	1.552e-01	6.729e+00
1.181e+00	1.050e-06	-4.627e+01	2.140e+00	1.573e-01	6.804e+00
1.170e+00	1.060e-06	-4.729e+01	2.193e+00	1.594e-01	6.878e+00
1.159e+00	1.070e-06	-4.832e+01	2.247e+00	1.616e-01	6.953e+00
1.148e+00	1.080e-06	-4.935e+01	2.301e+00	1.638e-01	7.027e+00
1.137e+00	1.090e-06	-5.040e+01	2.357e+00	1.660e-01	7.101e+00
1.127e+00	1.100e-06	-5.146e+01	2.415e+00	1.683e-01	7.175e+00
1.117e+00	1.110e-06	-5.252e+01	2.473e+00	1.705e-01	7.249e+00
1.107e+00	1.120e-06	-5.359e+01	2.532e+00	1.729e-01	7.323e+00
1.097e+00	1.130e-06	-5.467e+01	2.592e+00	1.752e-01	7.396e+00
1.088e+00	1.140e-06	-5.577e+01	2.653e+00	1.776e-01	7.470e+00
1.078e+00	1.150e-06	-5.687e+01	2.716e+00	1.800e-01	7.543e+00
1.069e+00	1.160e-06	-5.797e+01	2.779e+00	1.824e-01	7.616e+00
1.060e+00	1.170e-06	-5.909e+01	2.843e+00	1.849e-01	7.689e+00
1.051e+00	1.180e-06	-6.022e+01	2.909e+00	1.874e-01	7.762e+00
1.042e+00	1.190e-06	-6.135e+01	2.975e+00	1.899e-01	7.835e+00
1.033e+00	1.200e-06	-6.250e+01	3.043e+00	1.924e-01	7.908e+00
1.025e+00	1.210e-06	-6.365e+01	3.111e+00	1.949e-01	7.981e+00
1.016e+00	1.220e-06	-6.481e+01	3.181e+00	1.975e-01	8.053e+00
1.008e+00	1.230e-06	-6.598e+01	3.251e+00	2.001e-01	8.126e+00
9.999e-01	1.240e-06	-6.716e+01	3.323e+00	2.027e-01	8.198e+00
9.919e-01	1.250e-06	-6.835e+01	3.395e+00	2.053e-01	8.270e+00
9.840e-01	1.260e-06	-6.955e+01	3.469e+00	2.079e-01	8.342e+00
9.763e-01	1.270e-06	-7.076e+01	3.544e+00	2.106e-01	8.414e+00
9.686e-01	1.280e-06	-7.197e+01	3.620e+00	2.133e-01	8.486e+00
9.611e-01	1.290e-06	-7.319e+01	3.696e+00	2.160e-01	8.558e+00
9.537e-01	1.300e-06	-7.443e+01	3.774e+00	2.187e-01	8.630e+00
9.464e-01	1.310e-06	-7.567e+01	3.853e+00	2.214e-01	8.702e+00
9.393e-01	1.320e-06	-7.692e+01	3.933e+00	2.241e-01	8.773e+00
9.322e-01	1.330e-06	-7.818e+01	4.014e+00	2.269e-01	8.845e+00
9.253e-01	1.340e-06	-7.945e+01	4.096e+00	2.297e-01	8.916e+00
9.184e-01	1.350e-06	-8.072e+01	4.178e+00	2.325e-01	8.988e+00
8.670e-01	1.430e-06	-9.126e+01	4.879e+00	2.553e-01	9.556e+00
8.610e-01	1.440e-06	-9.261e+01	4.971e+00	2.582e-01	9.627e+00
8.551e-01	1.450e-06	-9.398e+01	5.064e+00	2.611e-01	9.698e+00
8.492e-01	1.460e-06	-9.522e+01	5.163e+00	2.644e-01	9.762e+00
8.434e-01	1.470e-06	-9.646e+01	5.263e+00	2.678e-01	9.825e+00
8.377e-01	1.480e-06	-9.771e+01	5.365e+00	2.712e-01	9.889e+00
8.321e-01	1.490e-06	-9.896e+01	5.468e+00	2.747e-01	9.952e+00
8.266e-01	1.500e-06	-1.002e+02	5.573e+00	2.782e-01	1.001e+01
8.211e-01	1.510e-06	-1.015e+02	5.680e+00	2.818e-01	1.008e+01
8.157e-01	1.520e-06	-1.027e+02	5.788e+00	2.854e-01	1.014e+01
8.104e-01	1.530e-06	-1.040e+02	5.899e+00	2.891e-01	1.020e+01
8.051e-01	1.540e-06	-1.053e+02	6.011e+00	2.928e-01	1.027e+01
7.999e-01	1.550e-06	-1.066e+02	6.125e+00	2.965e-01	1.033e+01
7.948e-01	1.560e-06	-1.078e+02	6.240e+00	3.003e-01	1.039e+01
7.897e-01	1.570e-06	-1.091e+02	6.358e+00	3.042e-01	1.045e+01
7.847e-01	1.580e-06	-1.104e+02	6.478e+00	3.081e-01	1.051e+01
7.798e-01	1.590e-06	-1.117e+02	6.599e+00	3.120e-01	1.057e+01
7.749e-01	1.600e-06	-1.130e+02	6.723e+00	3.161e-01	1.064e+01
7.701e-01	1.610e-06	-1.143e+02	6.848e+00	3.201e-01	1.070e+01
7.653e-01	1.620e-06	-1.156e+02	6.976e+00	3.242e-01	1.076e+01
7.606e-01	1.630e-06	-1.169e+02	7.105e+00	3.284e-01	1.082e+01
7.560e-01	1.640e-06	-1.182e+02	7.237e+00	3.326e-01	1.088e+01
7.514e-01	1.650e-06	-1.195e+02	7.371e+00	3.369e-01	1.094e+01
7.469e-01	1.660e-06	-1.209e+02	7.507e+00	3.412e-01	1.100e+01
7.424e-01	1.670e-06	-1.222e+02	7.645e+00	3.457e-01	1.106e+01
7.380e-01	1.680e-06	-1.235e+02	7.786e+00	3.501e-01	1.112e+01
7.336e-01	1.690e-06	-1.248e+02	7.929e+00	3.546e-01	1.118e+01
7.293e-01	1.700e-06	-1.262e+02	8.074e+00	3.592e-01	1.124e+01
7.251e-01	1.710e-06	-1.275e+02	8.221e+00	3.639e-01	1.130e+01
7.208e-01	1.720e-06	-1.288e+02	8.372e+00	3.686e-01	1.136e+01
7.167e-01	1.730e-06	-1.302e+02	8.524e+00	3.733e-01	1.142e+01
7.126e-01	1.740e-06	-1.315e+02	8.679e+00	3.782e-01	1.148e+01
7.085e-01	1.750e-06	-1.329e+02	8.837e+00	3.831e-01	1.153e+01
7.045e-01	1.760e-06	-1.342e+02	8.997e+00	3.881e-01	1.159e+01
7.005e-01	1.770e-06	-1.356e+02	9.160e+00	3.931e-01	1.165e+01
6.965e-01	1.780e-06	-1.370e+02	9.326e+00	3.982e-01	1.171e+01
6.926e-01	1.790e-06	-1.383e+02	9.495e+00	4.034e-01	1.177e+01
6.888e-01	1.800e-06	-1.397e+02	9.666e+00	4.087e-01	1.183e+01
6.850e-01	1.810e-06	-1.411e+02	9.840e+00	4.140e-01	1.188e+01
6.812e-01	1.820e-06	-1.424e+02	1.002e+01	4.194e-01	1.194e+01
6.775e-01	1.830e-06	-1.438e+02	1.020e+01	4.249e-01	1.200e+01
6.738e-01	1.840e-06	-1.452e+02	1.038e+01	4.305e-01	1.206e+01
6.702e-01	1.850e-06	-1.466e+02	1.057e+01	4.361e-01	1.211e+01
6.666e-01	1.860e-06	-1.479e+02	1.075e+01	4.418e-01	1.217e+01
6.630e-01	1.870e-06	-1.493e+02	1.095e+01	4.476e-01	1.223e+01
6.595e-01	1.880e-06	-1.507e+02	1.114e+01	4.535e-01	1.229e+01
6.560e-01	1.890e-06	-1.521e+02	1.134e+01	4.595e-01	1.234e+01
6.525e-01	1.900e-06	-1.535e+02	1.154e+01	4.655e-01	1.240e+01
6.491e-01	1.910e-06	-1.549e+02	1.175e+01	4.717e-01	1.246e+01
6.457e-01	1.920e-06	-1.563e+02	1.196e+01	4.779e-01	1.251e+01
6.424e-01	1.930e-06	-1.577e+02	1.217e+01	4.842e-01	1.257e+01
6.391e-01	1.940e-06	-1.591e+02	1.239e+01	4.906e-01	1.262e+01
6.358e-01	1.950e-06	-1.606e+02	1.261e+01	4.971e-01	1.268e+01
6.326e-01	1.960e-06	-1.620e+02	1.283e+01	5.037e-01	1.274e+01
6.294e-01	1.970e-06	-1.634e+02	1.306e+01	5.104e-01	1.279e+01
6.262e-01	1.980e-06	-1.648e+02	1.329e+01	5.172e-01	1.285e+01
6.230e-01	1.990e-06	-1.662e+02	1.353e+01	5.241e-01	1.290e+01
6.199e-01	2.000e-06	-1.675e+02	1.372e+01	5.294e-01	1.295e+01
6.179e-01	2.007e-06	-1.688e+02	1.390e+01	5.345e-01	1.300e+01
6.141e-01	2.019e-06	-1.709e+02	1.416e+01	5.410e-01	1.308e+01
6.121e-01	2.025e-06	-1.720e+02	1.429e+01	5.443e-01	1.313e+01
6.083e-01	2.038e-06	-1.742e+02	1.456e+01	5.510e-01	1.321e+01
6.064e-01	2.045e-06	-1.753e+02	1.469e+01	5.544e-01	1.325e+01
6.026e-01	2.058e-06	-1.775e+02	1.497e+01	5.613e-01	1.334e+01
6.007e-01	2.064e-06	-1.787e+02	1.511e+01	5.647e-01	1.338e+01
5.969e-01	2.077e-06	-1.810e+02	1.540e+01	5.718e-01	1.347e+01
5.949e-01	2.084e-06	-1.822e+02	1.555e+01	5.754e-01	1.351e+01
5.911e-01	2.098e-06	-1.846e+02	1.585e+01	5.827e-01	1.360e+01
5.892e-01	2.104e-06	-1.858e+02	1.600e+01	5.864e-01	1.364e+01
5.854e-01	2.118e-06	-1.882e+02	1.631e+01	5.939e-01	1.373e+01
5.835e-01	2.125e-06	-1.895e+02	1.647e+01	5.977e-01	1.378e+01
5.796e-01	2.139e-06	-1.920e+02	1.679e+01	6.054e-01	1.387e+01
5.777e-01	2.146e-06	-1.933e+02	1.696e+01	6.093e-01	1.392e+01
5.758e-01	2.153e-06	-1.946e+02	1.713e+01	6.133e-01	1.396e+01
5.720e-01	2.168e-06	-1.972e+02	1.747e+01	6.213e-01	1.406e+01
5.701e-01	2.175e-06	-1.986e+02	1.764e+01	6.254e-01	1.410e+01
5.662e-01	2.190e-06	-2.013e+02	1.800e+01	6.336e-01	1.420e+01
5.643e-01	2.197e-06	-2.026e+02	1.818e+01	6.378e-01	1.425e+01
5.624e-01	2.205e-06	-2.040e+02	1.836e+01	6.421e-01	1.430e+01
5.586e-01	2.220e-06	-2.068e+02	1.873e+01	6.507e-01	1.440e+01
5.567e-01	2.227e-06	-2.083e+02	1.893e+01	6.550e-01	1.445e+01
5.548e-01	2.235e-06	-2.097e+02	1.912e+01	6.594e-01	1.450e+01
5.529e-01	2.243e-06	-2.112e+02	1.932e+01	6.639e-01	1.455e+01
5.490e-01	2.258e-06	-2.141e+02	1.972e+01	6.729e-01	1.465e+01
5.471e-01	2.266e-06	-2.156e+02	1.992e+01	6.775e-01	1.470e+01
5.452e-01	2.274e-06	-2.172e+02	2.013e+01	6.822e-01	1.475e+01
5.433e-01	2.282e-06	-2.187e+02	2.034e+01	6.869e-01	1.480e+01
5.395e-01	2.298e-06	-2.218e+02	2.077e+01	6.964e-01	1.491e+01
5.375e-01	2.307e-06	-2.234e+02	2.098e+01	7.012e-01	1.496e+01
5.356e-01	2.315e-06	-2.250e+02	2.121e+01	7.061e-01	1.502e+01
5.337e-01	2.323e-06	-2.266e+02	2.143e+01	7.110e-01	1.507e+01
5.299e-01	2.340e-06	-2.299e+02	2.189e+01	7.211e-01	1.518e+01
5.280e-01	2.348e-06	-2.316e+02	2.213e+01	7.262e-01	1.524e+01
5.261e-01	2.357e-06	-2.333e+02	2.237e+01	7.313e-01	1.529e+01
5.242e-01	2.365e-06	-2.350e+02	2.261e+01	7.365e-01	1.535e+01
5.223e-01	2.374e-06	-2.367e+02	2.285e+01	7.418e-01	1.540e+01
5.203e-01	2.383e-06	-2.385e+02	2.310e+01	7.471e-01	1.546e+01
5.184e-01	2.392e-06	-2.402e+02	2.335e+01	7.525e-01	1.552e+01
5.146e-01	2.409e-06	-2.438e+02	2.387e+01	7.634e-01	1.563e+01
5.127e-01	2.418e-06	-2.456e+02	2.413e+01	7.689e-01	1.569e+01
5.108e-01	2.427e-06	-2.475e+02	2.440e+01	7.745e-01	1.575e+01
5.089e-01	2.437e-06	-2.493e+02	2.467e+01	7.802e-01	1.581e+01
5.069e-01	2.446e-06	-2.512e+02	2.495e+01	7.860e-01	1.587e+01
5.050e-01	2.455e-06	-2.531e+02	2.523e+01	7.918e-01	1.593e+01
5.031e-01	2.464e-06	-2.551e+02	2.551e+01	7.976e-01	1.599e+01
5.012e-01	2.474e-06	-2.570e+02	2.580e+01	8.036e-01	1.605e+01
4.993e-01	2.483e-06	-2.590e+02	2.609e+01	8.096e-01	1.611e+01
4.974e-01	2.493e-06	-2.610e+02	2.639e+01	8.156e-01	1.617e+01
4.955e-01	2.502e-06	-2.630e+02	2.669e+01	8.218e-01	1.624e+01
4.935e-01	2.512e-06	-2.650e+02	2.699e+01	8.280e-01	1.630e+01
4.916e-01	2.522e-06	-2.671e+02	2.730e+01	8.342e-01	1.636e+01
4.897e-01	2.532e-06	-2.692e+02	2.762e+01	8.406e-01	1.643e+01
4.878e-01	2.542e-06	-2.713e+02	2.794e+01	8.470e-01	1.649e+01
4.859e-01	2.552e-06	-2.734e+02	2.826e+01	8.535e-01	1.656e+01
4.840e-01	2.562e-06	-2.756e+02	2.859e+01	8.600e-01	1.662e+01
4.821e-01	2.572e-06	-2.777e+02	2.893e+01	8.667e-01	1.669e+01
4.802e-01	2.582e-06	-2.799e+02	2.927e+01	8.734e-01	1.675e+01
4.782e-01	2.593e-06	-2.822e+02	2.961e+01	8.802e-01	1.682e+01
4.763e-01	2.603e-06	-2.844e+02	2.996e+01	8.871e-01	1.689e+01
4.744e-01	2.613e-06	-2.867e+02	3.032e+01	8.940e-01	1.696e+01
4.725e-01	2.624e-06	-2.890e+02	3.068e+01	9.011e-01	1.703e+01
4.706e-01	2.635e-06	-2.914e+02	3.105e+01	9.082e-01	1.709e+01
4.687e-01	2.645e-06	-2.938e+02	3.142e+01	9.154e-01	1.716e+01
4.668e-01	2.656e-06	-2.962e+02	3.180e+01	9.227e-01	1.723e+01
4.649e-01	2.667e-06	-2.986e+02	3.219e+01	9.301e-01	1.730e+01
4.629e-01	2.678e-06	-3.010e+02	3.258e+01	9.376e-01	1.738e+01
4.610e-01	2.689e-06	-3.035e+02	3.298e+01	9.451e-01	1.745e+01
4.591e-01	2.701e-06	-3.060e+02	3.338e+01	9.528e-01	1.752e+01
4.572e-01	2.712e-06	-3.086e+02	3.380e+01	9.605e-01	1.759e+01
4.553e-01	2.723e-06	-3.112e+02	3.421e+01	9.683e-01	1.767e+01
4.534e-01	2.735e-06	-3.138e+02	3.464e+01	9.763e-01	1.774e+01
4.515e-01	2.746e-06	-3.164e+02	3.507e+01	9.843e-01	1.782e+01
4.496e-01	2.758e-06	-3.191e+02	3.551e+01	9.924e-01	1.789e+01
4.476e-01	2.770e-06	-3.218e+02	3.596e+01	1.001e+00	1.797e+01
4.457e-01	2.782e-06	-3.245e+02	3.641e+01	1.009e+00	1.804e+01
4.438e-01	2.794e-06	-3.273e+02	3.687e+01	1.017e+00	1.812e+01
4.419e-01	2.806e-06	-3.301e+02	3.734e+01	1.026e+00	1.820e+01
4.400e-01	2.818e-06	-3.330e+02	3.782e+01	1.035e+00	1.828e+01
4.381e-01	2.830e-06	-3.359e+02	3.831e+01	1.043e+00	1.836e+01
4.362e-01	2.843e-06	-3.388e+02	3.880e+01	1.052e+00	1.844e+01
4.343e-01	2.855e-06	-3.418e+02	3.930e+01	1.061e+00	1.852e+01
4.323e-01	2.868e-06	-3.448e+02	3.982e+01	1.070e+00	1.860e+01
4.304e-01	2.881e-06	-3.478e+02	4.034e+01	1.080e+00	1.868e+01
4.285e-01	2.893e-06	-3.509e+02	4.086e+01	1.089e+00	1.876e+01
4.266e-01	2.906e-06	-3.540e+02	4.140e+01	1.098e+00	1.885e+01
4.247e-01	2.919e-06	-3.571e+02	4.195e+01	1.108e+00	1.893e+01
4.228e-01	2.933e-06	-3.603e+02	4.251e+01	1.118e+00	1.902e+01
4.209e-01	2.946e-06	-3.636e+02	4.308e+01	1.128e+00	1.910e+01
4.189e-01	2.959e-06	-3.669e+02	4.365e+01	1.138e+00	1.919e+01
4.170e-01	2.973e-06	-3.702e+02	4.424e+01	1.148e+00	1.927e+01
4.151e-01	2.987e-06	-3.736e+02	4.484e+01	1.158e+00	1.936e+01
4.132e-01	3.001e-06	-3.770e+02	4.545e+01	1.168e+00	1.945e+01
4.113e-01	3.015e-06	-3.805e+02	4.607e+01	1.179e+00	1.954e+01
4.094e-01	3.029e-06	-3.840e+02	4.670e+01	1.189e+00	1.963e+01
4.075e-01	3.043e-06	-3.875e+02	4.734e+01	1.200e+00	1.972e+01
4.056e-01	3.057e-06	-3.912e+02	4.800e+01	1.211e+00	1.981e+01
4.036e-01	3.072e-06	-3.948e+02	4.866e+01	1.222e+00	1.991e+01
4.017e-01	3.086e-06	-3.985e+02	4.934e+01	1.233e+00	2.000e+01
3.998e-01	3.101e-06	-4.023e+02	5.003e+01	1.245e+00	2.010e+01
3.979e-01	3.116e-06	-4.061e+02	5.074e+01	1.256e+00	2.019e+01
3.960e-01	3.131e-06	-4.100e+02	5.145e+01	1.268e+00	2.029e+01
3.941e-01	3.146e-06	-4.139e+02	5.218e+01	1.280e+00	2.038e+01
3.922e-01	3.162e-06	-4.179e+02	5.293e+01	1.292e+00	2.048e+01
3.903e-01	3.177e-06	-4.219e+02	5.369e+01	1.304e+00	2.058e+01
3.883e-01	3.193e-06	-4.260e+02	5.446e+01	1.317e+00	2.068e+01
3.864e-01	3.209e-06	-4.302e+02	5.525e+01	1.329e+00	2.078e+01
3.845e-01	3.224e-06	-4.344e+02	5.605e+01	1.342e+00	2.088e+01
3.826e-01	3.241e-06	-4.386e+02	5.687e+01	1.355e+00	2.099e+01
3.807e-01	3.257e-06	-4.430e+02	5.771e+01	1.368e+00	2.109e+01
3.788e-01	3.273e-06	-4.474e+02	5.856e+01	1.381e+00	2.120e+01
3.769e-01	3.290e-06	-4.518e+02	5.943e+01	1.395e+00	2.130e+01
3.749e-01	3.307e-06	-4.564e+02	6.031e+01	1.409e+00	2.141e+01
3.730e-01	3.324e-06	-4.610e+02	6.121e+01	1.422e+00	2.152e+01
3.711e-01	3.341e-06	-4.656e+02	6.213e+01	1.437e+00	2.163e+01
3.692e-01	3.358e-06	-4.704e+02	6.307e+01	1.451e+00	2.174e+01
3.673e-01	3.376e-06	-4.752e+02	6.403e+01	1.465e+00	2.185e+01
3.654e-01	3.393e-06	-4.801e+02	6.501e+01	1.480e+00	2.196e+01
3.635e-01	3.411e-06	-4.850e+02	6.600e+01	1.495e+00	2.207e+01
3.616e-01	3.429e-06	-4.900e+02	6.702e+01	1.510e+00	2.219e+01
3.596e-01	3.447e-06	-4.951e+02	6.806e+01	1.526e+00	2.230e+01
3.577e-01	3.466e-06	-5.003e+02	6.912e+01	1.541e+00	2.242e+01
3.558e-01	3.485e-06	-5.056e+02	7.020e+01	1.557e+00	2.254e+01
3.539e-01	3.503e-06	-5.110e+02	7.130e+01	1.573e+00	2.266e+01
3.520e-01	3.522e-06	-5.164e+02	7.243e+01	1.590e+00	2.278e+01
3.501e-01	3.542e-06	-5.219e+02	7.358e+01	1.606e+00	2.290e+01
3.482e-01	3.561e-06	-5.275e+02	7.475e+01	1.623e+00	2.302e+01
3.463e-01	3.581e-06	-5.332e+02	7.595e+01	1.640e+00	2.315e+01
3.443e-01	3.601e-06	-5.390e+02	7.718e+01	1.658e+00	2.328e+01
3.424e-01	3.621e-06	-5.449e+02	7.843e+01	1.676e+00	2.340e+01
3.405e-01	3.641e-06	-5.508e+02	7.971e+01	1.694e+00	2.353e+01
3.386e-01	3.662e-06	-5.569e+02	8.101e+01	1.712e+00	2.366e+01
3.367e-01	3.683e-06	-5.631e+02	8.234e+01	1.730e+00	2.379e+01
3.348e-01	3.704e-06	-5.694e+02	8.371e+01	1.749e+00	2.393e+01
3.329e-01	3.725e-06	-5.757e+02	8.510e+01	1.769e+00	2.406e+01
3.310e-01	3.746e-06	-5.822e+02	8.652e+01	1.788e+00	2.420e+01
3.290e-01	3.768e-06	-5.888e+02	8.798e+01	1.808e+00	2.433e+01
3.271e-01	3.790e-06	-5.955e+02	8.947e+01	1.828e+00	2.447e+01
3.252e-01	3.812e-06	-6.023e+02	9.099e+01	1.848e+00	2.461e+01
3.233e-01	3.835e-06	-6.092e+02	9.254e+01	1.869e+00	2.475e+01
3.214e-01	3.858e-06	-6.163e+02	9.414e+01	1.890e+00	2.490e+01
3.195e-01	3.881e-06	-6.235e+02	9.576e+01	1.912e+00	2.504e+01
3.176e-01	3.904e-06	-6.307e+02	9.743e+01	1.934e+00	2.519e+01
3.156e-01	3.928e-06	-6.382e+02	9.913e+01	1.956e+00	2.534e+01
3.137e-01	3.952e-06	-6.457e+02	1.009e+02	1.979e+00	2.549e+01
3.118e-01	3.976e-06	-6.534e+02	1.027e+02	2.002e+00	2.564e+01
3.099e-01	4.001e-06	-6.612e+02	1.045e+02	2.025e+00	2.579e+01
3.080e-01	4.026e-06	-6.692e+02	1.063e+02	2.049e+00	2.595e+01
3.061e-01	4.051e-06	-6.773e+02	1.083e+02	2.073e+00	2.611e+01
3.042e-01	4.076e-06	-6.855e+02	1.102e+02	2.098e+00	2.627e+01
3.023e-01	4.102e-06	-6.939e+02	1.122e+02	2.123e+00	2.643e+01
3.003e-01	4.128e-06	-7.024e+02	1.143e+02	2.149e+00	2.659e+01
2.984e-01	4.155e-06	-7.111e+02	1.164e+02	2.175e+00	2.676e+01
2.965e-01	4.181e-06	-7.200e+02	1.185e+02	2.201e+00	2.692e+01
2.946e-01	4.209e-06	-7.290e+02	1.207e+02	2.228e+00	2.709e+01
2.927e-01	4.236e-06	-7.382e+02	1.230e+02	2.256e+00	2.726e+01
2.908e-01	4.264e-06	-7.475e+02	1.253e+02	2.284e+00	2.744e+01
2.889e-01	4.292e-06	-7.571e+02	1.277e+02	2.312e+00	2.761e+01
2.869e-01	4.321e-06	-7.668e+02	1.301e+02	2.341e+00	2.779e+01
